name,osm_id,latitude,longitude,data_type,source,place_type,population,collection_time,collection_date,collector_class
Sawararou,6814624857,9.2678448,2.5878918,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sakana-Kpéba,6815690398,9.079632,2.5055802,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Goussouambou,6815717536,9.0267197,2.4959296,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Guiguisso,6816749304,9.0523027,1.679374,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sourou Tawi,6816749363,9.0217289,1.6648579,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sonatè,6817667405,9.6663941,1.388188,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sobitè,6817667406,9.663676,1.3872546,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kantè,6817667409,9.6598842,1.3824534,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Wadrjèroum,6817887239,9.7988493,1.4595723,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tomi,6817887247,9.7869235,1.4709234,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Karhoum-Maléro,6817887256,9.8237039,1.4523196,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Karhoum-Yaourou,6817887257,9.819285,1.4432537,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tévali,6817905158,9.8197713,1.5339339,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Samanga,6819322218,11.2708097,2.4530518,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Bogogpira,6819448226,11.3393571,2.4040908,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Touranyannou,6819795305,11.42727,2.3585844,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Bouroubourou,6819814822,11.4268756,2.3891187,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Soroko,6820203438,11.3367641,2.385267,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Gbéniki,6820529862,11.3300368,2.3443633,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dèroubannou,6820530074,11.3375846,2.3579729,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Mékrou,6820579687,11.3597062,2.2053552,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Simpérou,6820649244,11.3084021,2.4908388,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gomparou,6820649278,11.3283799,2.4701965,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Ganoussirou Peulh,6820679234,11.4578073,2.5206542,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Ganoussirou,6820679235,11.4569976,2.5295591,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Iboto,6820679237,11.4385957,2.5001192,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Bafouanou,6820679238,11.4297623,2.5129723,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kpessanrou,6820679243,11.3975603,2.5053119,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Nékoubanta,6820679247,11.3774716,2.4996686,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kokey,6820679250,11.3846659,2.5285506,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Kokey-Sinkparou,6820679251,11.379449,2.523036,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sinwougourou,6820926016,11.2427242,2.3827902,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Ougoubigo,6822064280,11.6387967,2.4849057,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sampèto,6822135925,11.6155252,2.4424866,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Yingnimpogou,6822318901,11.5379309,2.4601972,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Bambaga,6822319013,11.565366,2.4710119,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Bafounou,6822819255,11.4257872,2.5307286,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Yossinandé,6823017725,11.4119738,2.4886823,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gougnirou,6823018236,11.4520765,2.4617207,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Bonhanrou,6823074182,11.3663223,2.4722028,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Poto,6823091551,11.3305417,2.5262654,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tintinmou Peulh,6824783003,11.2307657,2.3458975,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gantodo,6828729636,10.885115,2.1647143,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gamboré,6828729637,10.8969149,2.1723425,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Ouoré,6828729638,10.9030991,2.1763015,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Amankin,6828729651,10.9948356,2.2145712,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tinhourè,6828729652,11.0102434,2.2172964,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gbassa,6828729658,11.0614319,2.226727,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Alafiarou-Gandi,6881139142,10.3364886,3.2172453,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Boa-Gando,6882086648,10.3598189,3.2494801,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gnel-Djobo,6884902405,10.4256158,3.1939101,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dantchao,6885110684,10.4229567,3.1468213,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gnel Séfou,6885408613,10.3987922,3.0666876,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kpessara,6886623361,10.4146049,2.7980804,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Béroubouay,6886740611,10.5349228,2.7257037,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Guéra-Nkali-Tassi,6895068442,10.2768593,2.8948492,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kassarou,6895635846,10.216197,2.8803807,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kpassakanmè,6896011451,6.5410941,1.908032,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Soubado,6904828044,9.8014184,2.9741621,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
GOURÈ TÉPEL,6916726480,9.8980627,3.3487526,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tèpa,6917378056,9.9082864,2.7811289,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Bounin,6938683866,9.6356997,2.7593708,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sinawourarou,6941835018,9.5598084,2.8045607,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kadiri Kparou,6943247997,9.5088733,2.7404559,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Barrage,6954380154,9.3468176,2.7170294,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Cité Ouvrière,6959441782,9.3085087,2.7071804,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dikpo,6961552303,9.2772952,2.7008235,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,6979437338,9.1286172,2.8684777,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Wari 1,6984632531,9.1070387,2.7433795,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Wari 2,6993305023,9.1553581,2.7110428,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kassouala,7017208578,8.8765385,2.7551758,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
SOUBO-BARAWOROU,7023375947,10.0718526,2.8189511,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
GOUTO,7023414868,9.9363739,2.9722862,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
GANROU BARIBA,7023433936,10.0176066,3.0706374,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
SÉRÉKALI BAKA,7023453046,10.0321745,3.213458,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kassouala Kadjola,7045995152,8.9124639,2.7209455,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Hontoui,7238448385,7.1605338,1.7323193,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Lissèyigbé,7272969751,7.26088,2.0544767,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tounga,7429272025,9.2390898,2.8381848,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koundara 1,7430432783,9.2850141,2.9332209,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Wonkouré,7434228482,9.196125,3.0396938,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sayo N'Kparou,7438297415,9.2425738,3.1002849,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Nimdo,7442958107,9.1200474,2.9690552,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dogosanmou,7457741155,9.1464606,2.7243733,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Nannonrou,7473328002,9.325893,2.9909205,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sanékou,7494152466,9.4588406,3.0678463,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Malété,7516853412,8.7522392,2.6019841,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Ogoutèdo,7516853416,8.7468471,2.5977677,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Toui-PK,7517590289,8.7306649,2.6506877,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Toui,7518321314,8.683143,2.5918508,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Attata,7519123309,8.4754073,2.4573755,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Laminou,7519123315,8.4941046,2.4215627,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Oudougba,7519123316,8.5001104,2.4061775,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
N'Gbèhouédo,7519123317,8.5043336,2.4131942,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Wokpa,7526556438,8.4578472,2.3385215,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tosso,7531327461,8.4945184,2.3564923,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
N'Gbèhouédo-Routo,7533221096,8.589341,2.4317685,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Angaradébou,7540567945,9.2091092,2.3115599,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Botti-Houégbo,7556723313,8.383754,2.5567943,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Challa-Ogoï,7556865155,8.4032305,2.5904238,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Kokoro,7558422449,8.3993035,2.6159584,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Gbédé,7558607601,8.3396283,2.5862154,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Owodé,7559489230,8.4911387,2.604897,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kilibo-Gare,7560059742,8.5453477,2.634927,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Baako,7562189478,8.2383976,2.6967305,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kpanla,7562967717,8.0554346,2.6545259,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kpakpa,7563726515,7.8958383,2.3211837,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Agouagon,7563726580,7.9789446,2.2935676,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Boubou,7565685233,8.1163607,2.4409175,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Houyin-Sègbèya,7565810703,8.1656541,2.3555481,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Zouto,7566275941,7.5665365,2.1371949,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Za Aga,7568490082,7.2827633,2.1607983,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dramè,7568490083,7.2894306,2.1544683,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tandji,7568495608,7.2992053,2.159661,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Mlinkpin-Guingnin,7568495619,7.305633,2.1496832,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Affossawogba,7568495620,7.3073782,2.1317661,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kpakpamè,7568495621,7.2938311,2.1362078,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Tanta,7568552034,7.2664909,2.1485889,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Za-Tanta,7568552051,7.2652883,2.1630514,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Davègo,7568582806,7.2844767,2.1460354,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Somè,7568582847,7.2678745,2.1273082,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koui,7569498175,7.0230918,2.1099973,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tègon,7569498176,7.0414465,2.1296874,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tanwé-Hèssou,7569503876,7.0455486,2.101382,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Dan-Zoukoutoudja,7569752687,6.9976735,2.1004271,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Alladaho,7569954389,7.1002752,2.1106464,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Zado-Gbagbé,7569954421,7.084502,2.1305376,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Avlamè,7569954430,7.1090479,2.1338045,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Kotokpa,7569954439,7.0939901,2.1715019,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Massi,7572035302,6.9712893,2.2407881,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Hlagba-Zakpo,7572269922,6.9935524,2.2142976,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Hlagba-Lanmè,7572270228,6.9902512,2.2249836,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Hlagba-Ouassa,7572306059,6.9963744,2.235927,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Zoungoudo,7572762028,7.0102071,1.9749105,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Hounto,7572762066,7.05264,1.9903493,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kowamè,7572763167,6.9768225,1.9470102,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Akpého-Dokpa,7572889710,7.0866969,1.9747804,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tanta,7573077799,7.0812494,1.9765198,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Hilla-Condji,7578372737,6.2400125,1.636464,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Ewe-Condji,7579631798,6.2747961,1.7941564,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Toklanhon,7579784571,6.3029925,1.8380052,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Houndjohoundji,7579790729,6.3049546,1.8305218,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Hounsoukoè,7580014306,6.2789873,1.8198895,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Onkuihoué,7580014325,6.2773344,1.8103496,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Yodo-Condji,7580014334,6.268948,1.7848283,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Nikoué-Condji,7580014381,6.271762,1.7671949,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sèho-Condji,7580428594,6.383254,1.8167567,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tomadjihoué,7580428603,6.3861542,1.7995799,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tokpa-Aïzo,7580428630,6.3593219,1.8205386,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gnito,7588121892,6.4631832,1.7960286,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Bathoto,7588121896,6.4415416,1.7632413,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Vodomey,7588121898,6.4272129,1.7800212,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kpatcha-Condji,7588121900,6.4221594,1.7916298,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dévikanmey,7588121902,6.4077235,1.8020153,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tolèbèkpa,7588121905,6.4254921,1.7993875,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Adankpé,7588121916,6.4576716,1.8020475,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sazué,7588121917,6.442629,1.8025947,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Awamè,7588121918,6.4380874,1.8027878,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Hounkpon,7588178557,6.4893011,1.7812228,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Goudon,7588515652,6.5632407,1.7301439,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tadocômè,7588515657,6.5406643,1.7578141,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Atchannou,7588515658,6.5449602,1.7560046,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Akonana,7588515659,6.5210352,1.7653763,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Konohoué,7588515675,6.5002931,1.7747893,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kpinnou,7588561248,6.583666,1.7708802,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Don-Agbodougbé,7588561251,6.5736473,1.7625332,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Don-Kondji,7588561256,6.5703593,1.7682141,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gboho,7589129590,6.5335759,1.8769723,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tokpoè,7589265713,6.5860215,1.9358361,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tohouéta,7589542278,6.7351634,1.8415993,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dansatigo,7589543262,6.599891,1.9491576,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tinou,7589582405,6.7065491,1.8284726,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Ablodé,7589582407,6.7046525,1.8069505,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Houanmè,7589608432,6.7220419,1.8304896,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Ahouango,7589941696,6.5762693,1.9956815,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sèhougbato,7589941764,6.5703545,1.9599734,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gbéhoué,7590422399,6.3552007,1.895163,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Tala,7590422400,6.3640615,1.8968046,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sohon,7590422401,6.3592846,1.917125,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Adimado,7590422402,6.3625394,1.9210128,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Cotocoli,7592717857,6.3258982,1.7945641,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Conho,7592717998,6.3336878,1.8169364,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tokpa-Monoto,7593200285,6.3518739,1.7895698,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Missihoun-Condji,7594892266,6.2529333,1.710096,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Zogbédji,7594892357,6.2638435,1.7607307,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Ayiguinnou,7594892359,6.2608787,1.7464024,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Agoué,7594990722,6.2501924,1.6816807,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Agoué-Gbédjin,7595561843,6.245777,1.6642249,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Louis-Condji,7595561909,6.2431961,1.6503525,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Agonnèkanmey,7595896036,6.2866363,1.8627096,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gbaho,7599976430,6.4794564,2.0035779,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Missité,7599976450,6.4681297,2.0063352,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Assogbénou-Daho,7602944605,6.3545822,2.0011103,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Coussi,7605528062,6.8519525,2.1396732,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Damè-Centre,7605537600,6.8387915,2.2282988,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Houègbo,7606063007,6.8047076,2.1738016,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Yokpo,7609097785,6.6091915,2.2983849,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Yêkon-Aga,7609621782,6.5599832,2.310605,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Abomey-Calavi,7615581115,6.4438657,2.3527372,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Hounzévié,7626073430,6.4202403,2.2376489,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Hêvié,7626073433,6.4499425,2.2405886,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Ahôzon,7628889950,6.3803859,2.1840048,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Glogbo-Plage,7633424016,6.3759929,2.6990747,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Glogbo,7633424024,6.3836485,2.6967466,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kraké-Daho,7634097927,6.4021953,2.6727194,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Okoun-Sèmè,7634148799,6.3709815,2.6255715,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Podji-Missérété,7634463464,6.3925195,2.5740945,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Djeffa-Kowénou,7634463467,6.3932871,2.5664877,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Djeffa-Houédomè,7634463468,6.3882226,2.5604367,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Djeffa-Houédomè-Gbago,7634463469,6.3940762,2.5527978,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Èkpè-Kpécomè,7634856371,6.388905,2.5370479,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Èkpè-Kanhonnou,7634856372,6.3944174,2.5342154,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tchonvi-Agbolougoun,7634868587,6.3974027,2.5263083,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tchonvi,7634868592,6.4019874,2.5064063,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Aholouyèmè,7636044484,6.4291746,2.5651038,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Zoungamè,7636046265,6.4512751,2.5437426,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Awanou,7636087202,6.4293665,2.6041353,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gbéhonmè,7636087203,6.4286308,2.6111412,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Houinta,7636087217,6.4530981,2.6224065,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Idi-Oro,7638216191,6.6886051,2.7134085,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
